iter	Logloss
118	0.290897648
119	0.2901968202
120	0.2894583023
121	0.2867919223
122	0.2848769218
123	0.2833679131
124	0.2815917631
125	0.2789935214
126	0.2780157482
127	0.2758026349
128	0.2743549735
129	0.2738397085
130	0.2723099725
131	0.2707321688
132	0.2690807705
133	0.2681487016
134	0.2674265026
135	0.2655163455
136	0.2646608863
137	0.2637349737
138	0.262746432
139	0.2611294263
140	0.2600795919
141	0.2594097045
142	0.2572945328
143	0.2567840092
144	0.2563794302
145	0.2556186174
146	0.254965989
147	0.2537818835
148	0.2520401597
149	0.2517201074
150	0.2503023407
151	0.2497216654
152	0.247398053
153	0.2464218155
154	0.2454961125
155	0.244878531
156	0.2438313429
157	0.2430059318
158	0.2423824903
159	0.2411655963
160	0.2407493109
161	0.2395694141
162	0.2384333822
163	0.2377349657
164	0.2371971596
165	0.2365797873
166	0.2350379389
167	0.2342931249
168	0.2338808495
169	0.2329585498
170	0.2326171299
171	0.2321031778
172	0.2317544226
173	0.230949427
174	0.2302409912
175	0.2290847422
176	0.228387002
177	0.2275582967
178	0.2268767577
179	0.2263834054
180	0.2259927654
181	0.2254252882
182	0.2246606108
183	0.2237691813
184	0.22321252
185	0.2222615501
186	0.2214345256
187	0.2207158236
188	0.2201358613
189	0.2195227688
190	0.2185360304
191	0.217737581
192	0.2169804464
193	0.2167592779
194	0.2160361428
195	0.2151547806
196	0.2148797597
197	0.2145636417
198	0.2140191651
199	0.2134732055
200	0.2129744543
201	0.2123854069
202	0.2108858814
203	0.2100926418
204	0.2099168945
205	0.2095808524
206	0.2092767197
207	0.208962718
208	0.2080718616
209	0.2076003254
210	0.2074287961
211	0.207152335
212	0.2066122082
213	0.2060464975
214	0.2055274103
215	0.2054167163
216	0.2043775882
217	0.203897566
218	0.2032744204
219	0.2024797382
220	0.2019172251
221	0.2015012026
222	0.2010697684
223	0.2005907779
224	0.2002136791
225	0.1988208912
226	0.1986316152
227	0.1984562771
228	0.198281151
229	0.1978978124
230	0.1976273296
231	0.1969843085
232	0.1966037991
233	0.1965284856
234	0.1963884562
235	0.1962685943
236	0.1961698339
237	0.1954411169
238	0.194913813
239	0.1948022336
240	0.1946778371
241	0.1943248027
242	0.1939614625
243	0.1932754715
244	0.1928700632
245	0.1926279024
246	0.1921631886
247	0.1919452973
248	0.1916192608
249	0.1912671754
250	0.1906418997
251	0.1903573283
252	0.1899593765
253	0.189793906
254	0.1894534713
255	0.1893086119
256	0.188962997
257	0.18877789
258	0.1886785269
259	0.1884431225
260	0.1878750057
261	0.1876245196
262	0.1872005382
263	0.1870827576
264	0.1865895615
265	0.1864238601
266	0.18621923
267	0.1859534116
268	0.1856947109
269	0.1856400166
270	0.1853013619
271	0.1851076048
272	0.1849476386
273	0.1846764795
274	0.1842187991
275	0.1839067387
276	0.1838441722
277	0.1836884397
278	0.1833564053
279	0.1831850798
280	0.1831055595
281	0.1830042345
282	0.1828987388
283	0.1827525288
284	0.1826939974
285	0.1826215856
286	0.1823013268
287	0.1820082631
288	0.1819708992
289	0.1813729834
290	0.1810453124
291	0.1807739341
292	0.1806654726
293	0.1802849315
294	0.1801065427
295	0.1798411857
296	0.1795593197
297	0.1792271579
298	0.1785002983
299	0.178182223
300	0.1780746944
301	0.1780106848
302	0.1778904469
303	0.1775900557
304	0.1775628551
305	0.1772355336
306	0.1770342482
307	0.1769624893
308	0.1765047739
309	0.1764677756
310	0.1759870409
311	0.1759592034
312	0.1758274745
313	0.1756375371
314	0.175273538
315	0.175218989
316	0.1751370571
317	0.1747141426
318	0.1739895967
319	0.1733740616
320	0.173177638
321	0.1730990819
322	0.1727628774
323	0.1726521176
324	0.1725087272
325	0.1721420877
326	0.1719842728
327	0.1719098498
328	0.171799153
329	0.171672633
330	0.1714574596
331	0.1711872209
332	0.1710698847
333	0.1708050294
334	0.1707850501
335	0.1705303362
336	0.1702074346
337	0.1699593343
338	0.1696504319
339	0.1695061202
340	0.1692393528
341	0.1691871893
342	0.1689199299
343	0.1686698756
344	0.1685203547
345	0.1682946293
346	0.167924862
347	0.1677535743
348	0.1676193387
349	0.1674144611
350	0.1673009558
351	0.1668050205
352	0.1664090613
353	0.1663099968
354	0.1661717415
355	0.1661333523
356	0.1659662245
357	0.1658956959
358	0.1658005738
359	0.1656299671
360	0.165609539
361	0.1653487641
362	0.1652949043
363	0.1650259897
364	0.1648803292
365	0.1648499983
366	0.1648104575
367	0.1645720442
368	0.164491271
369	0.1644047622
370	0.1643793834
371	0.164208465
372	0.1640672756
373	0.1640464014
374	0.1638731589
375	0.1638216238
376	0.1635751006
377	0.1634487969
378	0.1634205505
379	0.1632429595
380	0.1631201412
381	0.1630147676
382	0.1628529413
383	0.1627842176
384	0.1627039044
385	0.1625639593
386	0.1624824799
387	0.1624052785
388	0.1623255832
389	0.1622354702
390	0.1621122058
391	0.1620833891
392	0.161899924
393	0.1617878726
394	0.1615863235
395	0.1613875457
396	0.1612925959
397	0.1611141796
398	0.160962139
399	0.1607392659
400	0.1607205171
401	0.1606696461
402	0.160653635
403	0.160464577
404	0.1603759132
405	0.1602475543
406	0.1598831191
407	0.1598104127
408	0.1597120339
409	0.1596358675
410	0.1595896471
411	0.1595020211
412	0.1590935257
413	0.1589716918
414	0.1589158077
415	0.1587977634
416	0.1587545792
417	0.1584861737
418	0.1584702908
419	0.1584310578
420	0.1583643146
421	0.1582742965
422	0.1581578922
423	0.1581327067
424	0.1579993508
425	0.1578442582
426	0.1576888734
427	0.1574936741
428	0.1574426519
429	0.1572683955
430	0.1572457403
431	0.1571603757
432	0.1570453951
433	0.1569420444
434	0.1567792713
435	0.1565388856
436	0.1565218628
437	0.1563950901
438	0.1563392596
439	0.1562820175
440	0.1561668989
441	0.1561114711
442	0.1560202435
443	0.155978114
444	0.1559340745
445	0.1558934875
446	0.1556878916
447	0.1556209818
448	0.1555452131
449	0.1553612659
450	0.1553141988
451	0.1552952837
452	0.1551873516
453	0.1550873356
454	0.1550250719
455	0.1549297323
456	0.1548369856
457	0.1547659027
458	0.1547249383
459	0.1546281722
460	0.1545876179
461	0.1545163863
462	0.1544520171
463	0.1543165833
464	0.1542772941
465	0.1542336555
466	0.1541947256
467	0.1541110871
468	0.154077145
469	0.1540237244
470	0.15398635
471	0.1539240455
472	0.1538497996
473	0.1537904349
474	0.1537047463
475	0.1536253676
476	0.1535883056
477	0.1535318824
478	0.1534952376
479	0.153403041
480	0.153258212
481	0.1532169535
482	0.1531995771
483	0.1531641739
484	0.1530669262
485	0.1529949188
486	0.1529583525
487	0.1529024429
488	0.1528263338
489	0.1527005912
490	0.1526717697
491	0.1526114896
492	0.1525131801
493	0.1524873305
494	0.1524376044
495	0.1523810882
496	0.1523770728
497	0.1523266224
498	0.152300233
499	0.1522945394
500	0.1522586559
501	0.152199725
502	0.1521275393
503	0.1520420539
504	0.1520093334
505	0.1519902426
506	0.1519542151
507	0.1518678581
508	0.1518338042
509	0.1518073763
510	0.1517484191
511	0.1517043053
512	0.1516786815
513	0.1516272524
514	0.151542997
515	0.1515150014
516	0.151476737
517	0.1514420871
518	0.151413765
519	0.1513536411
520	0.1513326251
521	0.1512930532
522	0.1512396752
523	0.1512359616
524	0.1512026203
525	0.1511607399
526	0.151085247
527	0.1510674295
528	0.1510300732
529	0.1509902345
530	0.1508999929
531	0.1508656459
532	0.1508453916
533	0.150790707
534	0.1507666964
535	0.1507493687
536	0.1507034229
537	0.1506522476
538	0.1505110973
539	0.15047545
540	0.1504318486
541	0.1503825947
542	0.1502026497
543	0.150047944
544	0.1499102615
545	0.1498982251
546	0.1498875664
547	0.1498300489
548	0.1497735268
549	0.1497590966
550	0.1497372224
551	0.1497085233
552	0.1496229544
553	0.1495583365
554	0.1495189579
555	0.1494413592
556	0.1494193171
557	0.1493781082
558	0.1493447372
559	0.149316017
560	0.1492998681
561	0.1492834712
562	0.1492232735
563	0.1491930023
564	0.1491274406
565	0.1490914611
566	0.1490775743
567	0.14904307
568	0.1490248457
569	0.1489972243
570	0.1489093346
571	0.1488413949
572	0.1488202956
573	0.148812253
574	0.1487910883
575	0.1487462754
576	0.1486667687
577	0.1486396939
578	0.1485734722
579	0.1485622657
580	0.1485194978
581	0.148500299
582	0.1484445772
583	0.148419088
584	0.1484044966
585	0.1483588057
586	0.1483195031
587	0.1482494902
588	0.1482226487
589	0.1481930488
590	0.1481627348
591	0.1481260628
592	0.1481139381
593	0.1481047953
594	0.14804725
595	0.1480279297
596	0.1479433966
597	0.1479092335
598	0.1478790762
599	0.1478233376
600	0.1477791516
601	0.147743048
602	0.1476859229
603	0.1476527322
604	0.1476310623
605	0.1476058962
606	0.1475702947
607	0.1475609781
608	0.1475460845
609	0.147537892
610	0.147512751
611	0.1474920788
612	0.1474613161
613	0.1474460244
614	0.1474389981
615	0.1474146116
616	0.1474118947
617	0.1473841186
618	0.1473521315
619	0.1473325333
620	0.1473091366
621	0.147306072
622	0.1472911488
623	0.1472601156
624	0.1472454641
625	0.147236339
626	0.1471833929
627	0.1471424634
628	0.1471319146
629	0.1471079462
630	0.1470960096
631	0.1470843188
632	0.1470349668
633	0.1470155959
634	0.1469714541
635	0.146958978
636	0.1469435937
637	0.1469192556
638	0.1468881095
639	0.1468816761
640	0.1468802923
641	0.1468763846
642	0.1468543111
643	0.146763818
644	0.1467228804
645	0.1467144465
646	0.1466957134
647	0.14667684
648	0.1466605225
649	0.1466325594
650	0.1466105992
651	0.1465960261
652	0.146583718
653	0.1465588316
654	0.1465414533
655	0.1465358787
656	0.1465162837
657	0.1464933337
658	0.1464818719
659	0.1464497288
660	0.1464175083
661	0.146397925
662	0.1463786842
663	0.1463637724
664	0.1463433082
665	0.14633534
666	0.1463256468
667	0.1463114952
668	0.1462891628
669	0.1462721702
670	0.1462516612
671	0.146235549
672	0.1462220736
673	0.1462090176
674	0.1461992493
675	0.1461631034
676	0.1461462292
677	0.1461356913
678	0.1461288176
679	0.1460805786
680	0.1460527753
681	0.1460396285
682	0.1460231295
683	0.1459859839
684	0.1459605956
685	0.1459180497
686	0.1459121551
687	0.145898585
688	0.1458932882
689	0.1458786992
690	0.1458615288
691	0.145836544
692	0.1458184804
693	0.1457794179
694	0.1457681142
695	0.1457348662
696	0.1457223993
697	0.1457010747
698	0.1456750876
699	0.1456656536
700	0.1456512075
701	0.145642799
702	0.1456264008
703	0.1456054245
704	0.1455481165
705	0.145516141
706	0.1454851182
707	0.1454808937
708	0.1454533802
709	0.1454221294
710	0.1454110939
711	0.1454008321
712	0.1453605952
713	0.1453573731
714	0.1453398296
715	0.1453216599
716	0.1453163898
717	0.145308597
718	0.1452898065
719	0.1452626498
720	0.1452285189
721	0.1451999465
722	0.1451783413
723	0.1451502647
724	0.1451370967
725	0.1451351407
726	0.1451178296
727	0.1451110938
728	0.1450999492
729	0.1450855326
730	0.1450759188
731	0.1450459425
732	0.1450118892
733	0.1450063521
734	0.1449914167
735	0.1449821628
736	0.1449684009
737	0.144964069
738	0.1449321404
739	0.1449110818
740	0.1448929825
741	0.1448626829
742	0.1448583126
743	0.1448452787
744	0.1448384638
745	0.1448279547
746	0.1448182031
747	0.1448028679
748	0.1447887398
749	0.1447830973
750	0.1447364447
751	0.1447269093
752	0.1447224589
753	0.1447142379
754	0.1447029748
755	0.1446929575
756	0.1446846081
757	0.1446520432
758	0.1446356445
759	0.1446276108
760	0.144622182
761	0.1446125708
762	0.1446091563
763	0.1445968824
764	0.144592293
765	0.1445792858
766	0.1445752986
767	0.1445662517
768	0.1445587016
769	0.1445523641
770	0.1445488634
771	0.1445340376
772	0.1445311597
773	0.1445216458
774	0.1445099718
775	0.1444977591
776	0.1444848924
777	0.1444748678
778	0.1444556146
779	0.1444403206
780	0.1444385048
781	0.1444293956
782	0.1444219597
783	0.1444023729
784	0.1443867861
785	0.1443785282
786	0.1443674102
787	0.1443645935
788	0.1443552579
789	0.1443509145
790	0.1443483889
791	0.1443401767
792	0.1443307005
793	0.1443261
794	0.1443068822
795	0.1443027661
796	0.1442982751
797	0.1442774242
798	0.1442641168
799	0.1442513385
800	0.1442457104
801	0.1442433643
802	0.1442276344
803	0.1442178533
804	0.1442055685
805	0.1441828004
806	0.1441812053
807	0.1441678447
808	0.1441592952
809	0.1441515997
810	0.1441440227
811	0.1441357674
812	0.1441318731
813	0.1441132595
814	0.1440957566
815	0.144086896
816	0.1440766309
817	0.1440695897
818	0.1440677211
819	0.144063279
820	0.1440449898
821	0.1440347117
822	0.1440309675
823	0.1440268321
824	0.1440142308
825	0.1439856725
826	0.1439741729
827	0.143972576
828	0.1439664966
829	0.1439620186
830	0.1439530666
831	0.1439524166
832	0.1439503073
833	0.1439478264
834	0.1439387711
835	0.1439332396
836	0.1439267556
837	0.1439240759
838	0.1439162255
839	0.1439096888
840	0.1439081054
841	0.1438960807
842	0.1438855268
843	0.1438810788
844	0.1438720529
845	0.1438702399
846	0.1438614727
847	0.1438580433
848	0.1438411637
849	0.1438235126
850	0.143816507
851	0.143809389
852	0.143800253
853	0.1437971585
854	0.1437834961
855	0.1437763851
856	0.1437725951
857	0.1437712772
858	0.1437420187
859	0.1437383161
860	0.1437338951
861	0.1437257802
862	0.1437075396
863	0.1436979464
864	0.1436939237
865	0.1436921641
866	0.1436766959
867	0.1436689996
868	0.1436667694
869	0.1436606515
870	0.1436592597
871	0.1436502986
872	0.1436264942
873	0.1436174733
874	0.1435997399
875	0.1435906068
876	0.1435870518
877	0.1435844701
878	0.1435833702
879	0.1435775189
880	0.1435691913
881	0.1435626117
882	0.1435586785
883	0.1435382298
884	0.1435303036
885	0.1435289036
886	0.1435221876
887	0.1435188431
888	0.1435162036
889	0.1435100428
890	0.1434972969
891	0.1434928196
892	0.143491717
893	0.143486378
894	0.1434834395
895	0.1434720495
896	0.1434640113
897	0.1434596723
898	0.1434575183
899	0.1434378566
900	0.1434266185
901	0.1434089921
902	0.1434031944
903	0.1433983725
904	0.1433942307
905	0.1433898911
906	0.1433864751
907	0.1433822702
908	0.1433784778
909	0.1433730197
910	0.143369945
911	0.1433611771
912	0.1433580054
913	0.1433550556
914	0.1433515769
915	0.1433480379
916	0.1433368605
917	0.1433240908
918	0.1433162741
919	0.1433100317
920	0.1433053939
921	0.1432945322
922	0.1432828018
923	0.1432783738
924	0.1432711475
925	0.1432701928
926	0.1432637067
927	0.1432612957
928	0.1432520081
929	0.1432427356
930	0.1432395225
931	0.1432334068
932	0.1432280554
933	0.1432232817
934	0.1432143426
935	0.143206207
936	0.143199
937	0.1431946557
938	0.1431909598
939	0.1431819217
940	0.1431791291
941	0.1431757142
942	0.1431717686
943	0.1431699316
944	0.1431649667
945	0.1431581098
946	0.143149857
947	0.143145519
948	0.1431400957
949	0.1431211064
950	0.1431202062
951	0.1431139474
952	0.1431094518
953	0.1431057023
954	0.1431030201
955	0.1430984592
956	0.143094954
957	0.1430942516
958	0.1430861595
959	0.1430822052
960	0.143074589
961	0.1430711298
962	0.1430698786
963	0.1430672894
964	0.1430634098
965	0.1430600382
966	0.1430542711
967	0.1430497345
968	0.143040481
969	0.1430385149
970	0.1430367529
971	0.1430358277
972	0.143024437
973	0.1430217665
974	0.1430156462
975	0.143012355
976	0.143010009
977	0.1430070834
978	0.1430042241
979	0.1430006921
980	0.1429978833
981	0.1429924575
982	0.1429871481
983	0.1429840464
984	0.1429705001
985	0.1429652335
986	0.1429562383
987	0.142952999
988	0.1429512217
989	0.1429453927
990	0.1429407932
991	0.1429356086
992	0.1429317223
993	0.1429303692
994	0.1429279596
995	0.1429267925
996	0.1429241238
997	0.1429218514
998	0.1429091924
999	0.1429047574
